Date,CustomerID,InvoiceID,ProductID,ProductName,Category,SubCategory,City,State,Zone,Qty,Rate,Amount,DiscountPct,NetAmount,PaymentMethod,SalesChannel
2024-03-08,CUST0080,INV101062,PROD0059,Product 59,Bakery,Bread,Chennai,Tamil Nadu,South,16,92.78,1484.48,0,1484.48,Card,Online
2023-07-25,CUST0201,INV101063,PROD0087,Product 87,Personal Care,Lotion,Surat,Gujarat,West,17,228.12,3878.04,5,3684.14,Card,Wholesale
2023-05-18,CUST0069,INV101064,PROD0134,Product 134,Personal Care,Shampoo,Mumbai,Maharashtra,West,21,61.94,1300.74,10,1170.67,Card,Retail
2023-01-23,CUST0170,INV101065,PROD0103,Product 103,Snacks,Biscuits,Kolkata,West Bengal,East,24,112.01,2688.24,5,2553.83,UPI,Wholesale
2025-01-21,CUST0113,INV101066,PROD0051,Product 51,Dairy,Yogurt,Patna,Bihar,East,1,38.43,38.43,12.5,33.63,Net Banking,Retail
2025-05-26,CUST0355,INV101067,PROD0032,Product 32,Produce,Vegetables,Nagpur,Maharashtra,West,14,85.2,1192.8,0,1192.8,UPI,Distributor
2023-06-27,CUST0219,INV101068,PROD0037,Product 37,Electronics,Power Bank,Surat,Gujarat,West,17,925.46,15732.82,0,15732.82,Card,Retail
2025-07-21,CUST0143,INV101069,PROD0165,Product 165,Bakery,Cake,Pune,Maharashtra,West,12,220.44,2645.28,0,2645.28,UPI,Wholesale
2023-08-10,CUST0119,INV101070,PROD0189,Product 189,Dairy,Yogurt,Chennai,Tamil Nadu,South,17,196.31,3337.27,10,3003.54,Card,Retail
2024-04-14,CUST0139,INV101071,PROD0184,Product 184,Personal Care,Soap,Hyderabad,Telangana,South,22,109.49,2408.78,5,2288.34,Wallet,Online
2024-11-08,CUST0035,INV101072,PROD0149,Product 149,Beverages,Tea,Patna,Bihar,East,14,141.71,1983.94,0,1983.94,Card,Wholesale
2025-04-13,CUST0409,INV101073,PROD0034,Product 34,Dairy,Milk,Nagpur,Maharashtra,West,24,158.43,3802.32,5,3612.2,UPI,Distributor
2025-05-01,CUST0450,INV101074,PROD0185,Product 185,Produce,Vegetables,Kanpur,Uttar Pradesh,North,12,52.07,624.84,5,593.6,Net Banking,Retail
2024-09-29,CUST0470,INV101075,PROD0122,Product 122,Electronics,Power Bank,Jaipur,Rajasthan,North,20,1697.24,33944.8,0,33944.8,Net Banking,Retail
2024-10-17,CUST0403,INV101076,PROD0154,Product 154,Personal Care,Toothpaste,Pune,Maharashtra,West,23,148.6,3417.8,12.5,2990.58,Net Banking,Online
2024-06-01,CUST0278,INV101077,PROD0059,Product 59,Electronics,Charger,Vadodara,Gujarat,West,22,1152.5,25355,0,25355,Card,Online
2025-04-01,CUST0447,INV101078,PROD0017,Product 17,Personal Care,Shampoo,Surat,Gujarat,West,7,174.73,1223.11,0,1223.11,Wallet,Retail
2024-12-30,CUST0490,INV101079,PROD0150,Product 150,Bakery,Pastry,Indore,Madhya Pradesh,Central,23,198.45,4564.35,10,4107.92,Wallet,Online
2024-04-07,CUST0131,INV101080,PROD0130,Product 130,Personal Care,Shampoo,Vadodara,Gujarat,West,16,156.35,2501.6,0,2501.6,Card,Wholesale
2023-03-30,CUST0294,INV101081,PROD0197,Product 197,Snacks,Biscuits,Bengaluru,Karnataka,South,9,139.55,1255.95,5,1193.15,Card,Retail
2025-04-06,CUST0025,INV101082,PROD0031,Product 31,Electronics,Earphones,Ahmedabad,Gujarat,West,23,680.83,15659.09,0,15659.09,Cash,Distributor
2023-10-26,CUST0471,INV101083,PROD0191,Product 191,Beverages,Tea,Patna,Bihar,East,24,165.9,3981.6,0,3981.6,UPI,Distributor
2024-12-12,CUST0356,INV101084,PROD0010,Product 10,Household,Cleaner,Nagpur,Maharashtra,West,13,270.3,3513.9,0,3513.9,UPI,Online
2023-06-29,CUST0182,INV101085,PROD0046,Product 46,Bakery,Bread,Vadodara,Gujarat,West,15,57.78,866.7,12.5,758.36,UPI,Wholesale
2024-07-24,CUST0073,INV101086,PROD0127,Product 127,Produce,Herbs,Jaipur,Rajasthan,North,1,151.13,151.13,0,151.13,Card,Wholesale
2023-05-28,CUST0233,INV101087,PROD0047,Product 47,Personal Care,Soap,Nagpur,Maharashtra,West,5,127.98,639.9,10,575.91,Cash,Wholesale
2025-05-20,CUST0058,INV101088,PROD0097,Product 97,Personal Care,Lotion,Surat,Gujarat,West,13,226.71,2947.23,5,2799.87,Cash,Distributor
2023-10-24,CUST0491,INV101089,PROD0050,Product 50,Household,Detergent,Kanpur,Uttar Pradesh,North,5,388.75,1943.75,0,1943.75,Card,Wholesale
2024-06-04,CUST0151,INV101090,PROD0078,Product 78,Electronics,Earphones,Lucknow,Uttar Pradesh,North,22,1581.23,34787.06,0,34787.06,Wallet,Distributor
2025-04-03,CUST0307,INV101091,PROD0149,Product 149,Bakery,Bread,Jaipur,Rajasthan,North,11,26.4,290.4,0,290.4,Net Banking,Retail
2024-09-18,CUST0086,INV101092,PROD0003,Product 3,Bakery,Pastry,Visakhapatnam,Andhra Pradesh,South,15,125.71,1885.65,10,1697.08,Cash,Retail
2024-02-11,CUST0393,INV101093,PROD0081,Product 81,Household,Air Freshener,Vadodara,Gujarat,West,3,397.14,1191.42,12.5,1042.49,Cash,Wholesale
2023-08-27,CUST0219,INV101094,PROD0163,Product 163,Household,Cleaner,Thane,Maharashtra,West,5,341.62,1708.1,10,1537.29,Cash,Distributor
2023-06-13,CUST0138,INV101095,PROD0048,Product 48,Electronics,Adapter,Vadodara,Gujarat,West,8,1151.43,9211.44,0,9211.44,Cash,Wholesale
2023-12-24,CUST0467,INV101096,PROD0092,Product 92,Personal Care,Soap,Bhopal,Madhya Pradesh,Central,1,220.28,220.28,0,220.28,UPI,Distributor
2023-06-04,CUST0278,INV101097,PROD0022,Product 22,Personal Care,Shampoo,Mumbai,Maharashtra,West,12,112.25,1347,10,1212.3,Cash,Wholesale
2023-02-13,CUST0304,INV101098,PROD0074,Product 74,Snacks,Chips,Surat,Gujarat,West,16,77.67,1242.72,0,1242.72,Net Banking,Wholesale
2024-03-22,CUST0078,INV101099,PROD0152,Product 152,Bakery,Bun,Nashik,Maharashtra,West,10,121.29,1212.9,0,1212.9,Net Banking,Wholesale
2024-11-11,CUST0126,INV101100,PROD0119,Product 119,Personal Care,Lotion,Chennai,Tamil Nadu,South,18,267.07,4807.26,0,4807.26,Wallet,Online
2024-11-10,CUST0392,INV101101,PROD0047,Product 47,Beverages,Soda,Indore,Madhya Pradesh,Central,16,163.29,2612.64,10,2351.38,UPI,Online
2023-07-29,CUST0133,INV101102,PROD0160,Product 160,Beverages,Water,Surat,Gujarat,West,6,106.81,640.86,0,640.86,UPI,Wholesale
2024-12-22,CUST0371,INV101103,PROD0028,Product 28,Household,Detergent,Pune,Maharashtra,West,4,66.72,266.88,0,266.88,Cash,Wholesale
2025-04-28,CUST0439,INV101104,PROD0041,Product 41,Snacks,Chips,Chennai,Tamil Nadu,South,12,44.64,535.68,12.5,468.72,Card,Retail
2024-07-05,CUST0089,INV101105,PROD0020,Product 20,Bakery,Bun,Visakhapatnam,Andhra Pradesh,South,9,91.53,823.77,0,823.77,UPI,Online
2025-07-04,CUST0079,INV101106,PROD0112,Product 112,Produce,Herbs,Vadodara,Gujarat,West,7,139.53,976.71,10,879.04,Net Banking,Online
2024-02-03,CUST0005,INV101107,PROD0027,Product 27,Snacks,Nuts,Jaipur,Rajasthan,North,12,80.49,965.88,0,965.88,Wallet,Retail
2024-08-06,CUST0159,INV101108,PROD0079,Product 79,Personal Care,Soap,Pune,Maharashtra,West,2,108.19,216.38,10,194.74,Net Banking,Wholesale
2025-05-01,CUST0476,INV101109,PROD0129,Product 129,Electronics,Adapter,Visakhapatnam,Andhra Pradesh,South,5,2379.4,11897,0,11897,Net Banking,Wholesale
2025-02-05,CUST0161,INV101110,PROD0134,Product 134,Bakery,Pastry,Indore,Madhya Pradesh,Central,20,185.93,3718.6,0,3718.6,Cash,Distributor
2024-11-05,CUST0160,INV101111,PROD0199,Product 199,Snacks,Chocolates,Hyderabad,Telangana,South,10,134.61,1346.1,0,1346.1,Card,Online
2023-07-17,CUST0093,INV101112,PROD0029,Product 29,Personal Care,Lotion,Hyderabad,Telangana,South,21,241.41,5069.61,0,5069.61,Card,Retail
2024-09-18,CUST0094,INV101113,PROD0005,Product 5,Dairy,Milk,Pune,Maharashtra,West,20,121.72,2434.4,0,2434.4,Cash,Wholesale
2023-04-03,CUST0130,INV101114,PROD0137,Product 137,Household,Detergent,Lucknow,Uttar Pradesh,North,16,297.78,4764.48,10,4288.03,Net Banking,Retail
2024-08-12,CUST0242,INV101115,PROD0158,Product 158,Electronics,Charger,Bhopal,Madhya Pradesh,Central,8,1862.53,14900.24,0,14900.24,Wallet,Online
2025-01-23,CUST0354,INV101116,PROD0135,Product 135,Snacks,Biscuits,Visakhapatnam,Andhra Pradesh,South,14,97.39,1363.46,0,1363.46,Card,Retail
2023-01-22,CUST0282,INV101117,PROD0006,Product 6,Beverages,Coffee,Bhopal,Madhya Pradesh,Central,2,175.32,350.64,0,350.64,Net Banking,Distributor
2025-08-16,CUST0378,INV101118,PROD0177,Product 177,Personal Care,Soap,Pune,Maharashtra,West,22,197.02,4334.44,0,4334.44,UPI,Online
2023-07-13,CUST0101,INV101119,PROD0192,Product 192,Personal Care,Toothpaste,Kolkata,West Bengal,East,7,64.62,452.34,10,407.11,Wallet,Distributor
2023-10-04,CUST0447,INV101120,PROD0025,Product 25,Beverages,Juice,Pune,Maharashtra,West,23,166,3818,12.5,3340.75,Cash,Wholesale
2025-08-05,CUST0126,INV101121,PROD0136,Product 136,Household,Detergent,Nagpur,Maharashtra,West,22,265.4,5838.8,0,5838.8,Wallet,Wholesale
2024-06-30,CUST0214,INV101122,PROD0158,Product 158,Personal Care,Soap,Pune,Maharashtra,West,6,218.15,1308.9,0,1308.9,Net Banking,Distributor
2023-07-01,CUST0358,INV101123,PROD0111,Product 111,Personal Care,Lotion,Bhopal,Madhya Pradesh,Central,12,219.69,2636.28,10,2372.65,Card,Wholesale
2024-02-22,CUST0433,INV101124,PROD0143,Product 143,Household,Air Freshener,Kolkata,West Bengal,East,17,381.87,6491.79,0,6491.79,Card,Distributor
2023-07-01,CUST0461,INV101125,PROD0192,Product 192,Snacks,Nuts,Bengaluru,Karnataka,South,20,111.3,2226,5,2114.7,Wallet,Distributor
2025-03-06,CUST0204,INV101126,PROD0117,Product 117,Snacks,Biscuits,Bhopal,Madhya Pradesh,Central,12,66.36,796.32,10,716.69,Wallet,Online
2023-07-25,CUST0056,INV101127,PROD0001,Product 1,Snacks,Biscuits,Hyderabad,Telangana,South,17,119.63,2033.71,12.5,1779.5,Wallet,Wholesale
2023-12-24,CUST0461,INV101128,PROD0058,Product 58,Personal Care,Soap,Kanpur,Uttar Pradesh,North,10,156.76,1567.6,10,1410.84,Wallet,Wholesale
2024-12-26,CUST0460,INV101129,PROD0048,Product 48,Electronics,Earphones,Visakhapatnam,Andhra Pradesh,South,9,1842.1,16578.9,0,16578.9,Net Banking,Online
2023-04-08,CUST0481,INV101130,PROD0196,Product 196,Beverages,Soda,Vadodara,Gujarat,West,4,107.57,430.28,10,387.25,Net Banking,Distributor
2023-01-07,CUST0334,INV101131,PROD0012,Product 12,Produce,Herbs,Nagpur,Maharashtra,West,12,31.57,378.84,0,378.84,Wallet,Wholesale
2024-04-23,CUST0326,INV101132,PROD0138,Product 138,Snacks,Nuts,Ahmedabad,Gujarat,West,3,82.72,248.16,0,248.16,UPI,Wholesale
2023-12-27,CUST0311,INV101133,PROD0114,Product 114,Produce,Fruits,Patna,Bihar,East,19,174.97,3324.43,0,3324.43,Wallet,Retail
2023-12-25,CUST0497,INV101134,PROD0152,Product 152,Produce,Herbs,Kanpur,Uttar Pradesh,North,20,75.21,1504.2,12.5,1316.18,Card,Online
2024-01-13,CUST0339,INV101135,PROD0128,Product 128,Personal Care,Soap,Hyderabad,Telangana,South,17,112.01,1904.17,5,1808.96,Net Banking,Distributor
2023-05-22,CUST0357,INV101136,PROD0103,Product 103,Produce,Fruits,Thane,Maharashtra,West,10,130.02,1300.2,12.5,1137.68,Cash,Retail
2023-12-18,CUST0166,INV101137,PROD0115,Product 115,Household,Tissue,Thane,Maharashtra,West,1,186.04,186.04,5,176.74,Wallet,Wholesale
2025-06-26,CUST0167,INV101138,PROD0058,Product 58,Dairy,Yogurt,Mumbai,Maharashtra,West,5,180.98,904.9,12.5,791.79,Net Banking,Online
2025-02-22,CUST0070,INV101139,PROD0149,Product 149,Beverages,Soda,Jaipur,Rajasthan,North,7,63.27,442.89,0,442.89,Net Banking,Wholesale
2024-08-10,CUST0317,INV101140,PROD0106,Product 106,Produce,Herbs,Lucknow,Uttar Pradesh,North,7,23.61,165.27,0,165.27,UPI,Distributor
2023-11-11,CUST0317,INV101141,PROD0102,Product 102,Electronics,Earphones,Kanpur,Uttar Pradesh,North,24,222.93,5350.32,0,5350.32,UPI,Distributor
2024-02-20,CUST0352,INV101142,PROD0175,Product 175,Electronics,Power Bank,Kanpur,Uttar Pradesh,North,3,2057.54,6172.62,0,6172.62,Cash,Online
2023-09-06,CUST0142,INV101143,PROD0020,Product 20,Household,Tissue,Bengaluru,Karnataka,South,13,349.08,4538.04,0,4538.04,Net Banking,Distributor
2024-01-25,CUST0148,INV101144,PROD0118,Product 118,Bakery,Cake,Indore,Madhya Pradesh,Central,5,32.04,160.2,0,160.2,Wallet,Retail
2025-03-22,CUST0150,INV101145,PROD0199,Product 199,Beverages,Juice,Lucknow,Uttar Pradesh,North,12,34.57,414.84,0,414.84,Cash,Retail
2025-05-05,CUST0310,INV101146,PROD0043,Product 43,Produce,Fruits,Surat,Gujarat,West,13,137.03,1781.39,12.5,1558.72,Card,Retail
2024-02-11,CUST0455,INV101147,PROD0009,Product 9,Personal Care,Lotion,Hyderabad,Telangana,South,15,179.64,2694.6,0,2694.6,Net Banking,Retail
2024-07-01,CUST0205,INV101148,PROD0075,Product 75,Beverages,Tea,Kanpur,Uttar Pradesh,North,7,124.1,868.7,5,825.26,Card,Online
2025-06-14,CUST0427,INV101149,PROD0065,Product 65,Bakery,Bread,Ahmedabad,Gujarat,West,2,240.75,481.5,12.5,421.31,UPI,Wholesale
2024-09-25,CUST0341,INV101150,PROD0011,Product 11,Bakery,Pastry,Lucknow,Uttar Pradesh,North,13,228.78,2974.14,5,2825.43,Wallet,Wholesale
2024-03-01,CUST0305,INV101151,PROD0189,Product 189,Electronics,Power Bank,Bengaluru,Karnataka,South,12,1891.57,22698.84,12.5,19861.48,Wallet,Online
2023-02-18,CUST0444,INV101152,PROD0061,Product 61,Beverages,Coffee,Patna,Bihar,East,6,83.92,503.52,5,478.34,Cash,Retail
2024-08-29,CUST0001,INV101153,PROD0055,Product 55,Beverages,Juice,Indore,Madhya Pradesh,Central,2,64.89,129.78,0,129.78,Net Banking,Retail
2023-10-27,CUST0455,INV101154,PROD0200,Product 200,Bakery,Cake,Mumbai,Maharashtra,West,24,95,2280,0,2280,Cash,Distributor
2024-03-18,CUST0050,INV101155,PROD0143,Product 143,Dairy,Cheese,Patna,Bihar,East,7,186.93,1308.51,0,1308.51,Wallet,Online
2024-06-27,CUST0230,INV101156,PROD0146,Product 146,Beverages,Water,Vadodara,Gujarat,West,6,104.95,629.7,0,629.7,UPI,Retail
2024-10-08,CUST0242,INV101157,PROD0042,Product 42,Produce,Herbs,Pune,Maharashtra,West,7,131.48,920.36,0,920.36,UPI,Retail
2023-10-05,CUST0385,INV101158,PROD0053,Product 53,Produce,Vegetables,Bengaluru,Karnataka,South,6,146.84,881.04,5,836.99,UPI,Wholesale
2024-02-07,CUST0471,INV101159,PROD0076,Product 76,Dairy,Butter,Hyderabad,Telangana,South,7,196.37,1374.59,0,1374.59,Wallet,Retail
2023-06-18,CUST0248,INV101160,PROD0071,Product 71,Bakery,Pastry,Kanpur,Uttar Pradesh,North,1,135.64,135.64,0,135.64,Net Banking,Online
2025-07-21,CUST0155,INV101161,PROD0010,Product 10,Produce,Fruits,Hyderabad,Telangana,South,10,85.15,851.5,0,851.5,UPI,Online
2025-02-25,CUST0177,INV101162,PROD0157,Product 157,Produce,Vegetables,Hyderabad,Telangana,South,1,98.71,98.71,0,98.71,Cash,Distributor
2023-08-30,CUST0092,INV101163,PROD0048,Product 48,Personal Care,Soap,Thane,Maharashtra,West,1,42.21,42.21,0,42.21,UPI,Online
2023-11-11,CUST0111,INV101164,PROD0163,Product 163,Dairy,Yogurt,Mumbai,Maharashtra,West,9,149.78,1348.02,0,1348.02,Cash,Distributor
2024-09-07,CUST0246,INV101165,PROD0100,Product 100,Dairy,Butter,Surat,Gujarat,West,17,34.26,582.42,5,553.3,Cash,Wholesale
2023-11-17,CUST0224,INV101166,PROD0084,Product 84,Personal Care,Soap,Ahmedabad,Gujarat,West,4,288.35,1153.4,5,1095.73,Wallet,Wholesale
2023-08-12,CUST0004,INV101167,PROD0126,Product 126,Snacks,Biscuits,Lucknow,Uttar Pradesh,North,17,62.06,1055.02,0,1055.02,Cash,Online
2024-11-05,CUST0053,INV101168,PROD0043,Product 43,Beverages,Tea,Ahmedabad,Gujarat,West,2,116.54,233.08,5,221.43,Net Banking,Wholesale
2024-05-21,CUST0095,INV101169,PROD0024,Product 24,Snacks,Chocolates,Ahmedabad,Gujarat,West,4,66.31,265.24,0,265.24,Card,Distributor
2024-12-30,CUST0081,INV101170,PROD0109,Product 109,Dairy,Cheese,Thane,Maharashtra,West,21,123.02,2583.42,5,2454.25,Cash,Online
2023-06-24,CUST0346,INV101171,PROD0083,Product 83,Bakery,Cake,Chennai,Tamil Nadu,South,23,116.66,2683.18,12.5,2347.78,Wallet,Online
2024-05-29,CUST0349,INV101172,PROD0089,Product 89,Personal Care,Toothpaste,Bengaluru,Karnataka,South,7,41.52,290.64,10,261.58,Net Banking,Retail
2023-12-11,CUST0168,INV101173,PROD0126,Product 126,Bakery,Bread,Patna,Bihar,East,24,222.69,5344.56,5,5077.33,UPI,Retail
2023-09-22,CUST0470,INV101174,PROD0014,Product 14,Beverages,Juice,Lucknow,Uttar Pradesh,North,14,136.02,1904.28,0,1904.28,Wallet,Retail
2024-10-15,CUST0230,INV101175,PROD0117,Product 117,Dairy,Butter,Vadodara,Gujarat,West,8,124.56,996.48,0,996.48,Card,Online
2023-04-25,CUST0110,INV101176,PROD0092,Product 92,Personal Care,Toothpaste,Patna,Bihar,East,19,284.9,5413.1,12.5,4736.46,Wallet,Online
2023-07-24,CUST0427,INV101177,PROD0119,Product 119,Snacks,Nuts,Nashik,Maharashtra,West,22,31.26,687.72,0,687.72,Cash,Distributor
2024-06-06,CUST0134,INV101178,PROD0075,Product 75,Household,Detergent,Surat,Gujarat,West,22,193.61,4259.42,0,4259.42,Card,Distributor
2024-03-07,CUST0274,INV101179,PROD0008,Product 8,Household,Cleaner,Bengaluru,Karnataka,South,13,67.2,873.6,0,873.6,Wallet,Wholesale
2024-03-13,CUST0043,INV101180,PROD0018,Product 18,Household,Cleaner,Visakhapatnam,Andhra Pradesh,South,13,326.68,4246.84,10,3822.16,Wallet,Wholesale
2025-03-24,CUST0480,INV101181,PROD0010,Product 10,Electronics,Charger,Kanpur,Uttar Pradesh,North,24,1798.78,43170.72,0,43170.72,UPI,Online
2023-07-08,CUST0090,INV101182,PROD0123,Product 123,Electronics,Charger,Mumbai,Maharashtra,West,17,1922.7,32685.9,12.5,28600.16,Cash,Distributor
2024-12-09,CUST0162,INV101183,PROD0176,Product 176,Snacks,Nuts,Chennai,Tamil Nadu,South,14,23.79,333.06,0,333.06,UPI,Distributor
2025-04-11,CUST0157,INV101184,PROD0105,Product 105,Bakery,Cake,Surat,Gujarat,West,11,153.77,1691.47,0,1691.47,Card,Distributor
2023-12-31,CUST0413,INV101185,PROD0132,Product 132,Beverages,Tea,Visakhapatnam,Andhra Pradesh,South,21,119.46,2508.66,0,2508.66,Wallet,Retail
2024-05-23,CUST0218,INV101186,PROD0176,Product 176,Electronics,Charger,Lucknow,Uttar Pradesh,North,11,1396.31,15359.41,0,15359.41,Cash,Distributor
2024-08-25,CUST0045,INV101187,PROD0189,Product 189,Electronics,Adapter,Indore,Madhya Pradesh,Central,10,794.3,7943,0,7943,Card,Distributor
2024-08-24,CUST0478,INV101188,PROD0017,Product 17,Dairy,Cheese,Kolkata,West Bengal,East,6,182.43,1094.58,0,1094.58,Net Banking,Wholesale
2023-02-23,CUST0310,INV101189,PROD0148,Product 148,Dairy,Yogurt,Bhopal,Madhya Pradesh,Central,11,59.19,651.09,0,651.09,Cash,Online
2024-05-06,CUST0313,INV101190,PROD0151,Product 151,Beverages,Tea,Bengaluru,Karnataka,South,13,38.56,501.28,0,501.28,UPI,Online
2023-04-08,CUST0117,INV101191,PROD0148,Product 148,Beverages,Water,Ahmedabad,Gujarat,West,6,109.56,657.36,0,657.36,Cash,Wholesale
2023-06-24,CUST0361,INV101192,PROD0022,Product 22,Produce,Herbs,Visakhapatnam,Andhra Pradesh,South,24,110.33,2647.92,12.5,2316.93,Cash,Online
2024-09-26,CUST0334,INV101193,PROD0076,Product 76,Produce,Vegetables,Visakhapatnam,Andhra Pradesh,South,8,133.33,1066.64,10,959.98,Wallet,Online
2025-04-23,CUST0385,INV101194,PROD0172,Product 172,Electronics,Power Bank,Patna,Bihar,East,6,1315.67,7894.02,0,7894.02,Card,Online
2025-05-12,CUST0397,INV101195,PROD0126,Product 126,Bakery,Bun,Visakhapatnam,Andhra Pradesh,South,1,208.22,208.22,0,208.22,Card,Retail
2025-01-18,CUST0304,INV101196,PROD0014,Product 14,Personal Care,Shampoo,Delhi,Delhi,North,12,58.49,701.88,0,701.88,Net Banking,Distributor
2024-10-16,CUST0276,INV101197,PROD0156,Product 156,Snacks,Biscuits,Lucknow,Uttar Pradesh,North,10,116.63,1166.3,12.5,1020.51,Wallet,Wholesale
2025-07-26,CUST0312,INV101198,PROD0116,Product 116,Snacks,Chocolates,Mumbai,Maharashtra,West,11,126.31,1389.41,12.5,1215.73,Cash,Online
2024-05-23,CUST0495,INV101199,PROD0068,Product 68,Bakery,Bread,Jaipur,Rajasthan,North,1,233.85,233.85,0,233.85,Card,Distributor
2025-01-13,CUST0390,INV101200,PROD0041,Product 41,Produce,Herbs,Bengaluru,Karnataka,South,24,67.46,1619.04,12.5,1416.66,UPI,Wholesale
2025-02-09,CUST0112,INV101201,PROD0164,Product 164,Beverages,Coffee,Visakhapatnam,Andhra Pradesh,South,23,68.38,1572.74,0,1572.74,Wallet,Online
2025-05-04,CUST0223,INV101202,PROD0138,Product 138,Snacks,Chips,Nashik,Maharashtra,West,2,118.33,236.66,0,236.66,Card,Distributor
2025-01-25,CUST0276,INV101203,PROD0021,Product 21,Dairy,Butter,Nashik,Maharashtra,West,11,111.55,1227.05,0,1227.05,UPI,Retail
2024-01-15,CUST0408,INV101204,PROD0159,Product 159,Personal Care,Soap,Patna,Bihar,East,24,109.59,2630.16,12.5,2301.39,Net Banking,Retail
2025-04-22,CUST0162,INV101205,PROD0038,Product 38,Produce,Vegetables,Nashik,Maharashtra,West,13,162.76,2115.88,0,2115.88,Card,Wholesale
2025-02-11,CUST0405,INV101206,PROD0096,Product 96,Snacks,Nuts,Visakhapatnam,Andhra Pradesh,South,6,109.14,654.84,0,654.84,Wallet,Retail
2023-01-21,CUST0370,INV101207,PROD0119,Product 119,Beverages,Juice,Kolkata,West Bengal,East,18,43.32,779.76,0,779.76,Card,Distributor
2023-01-11,CUST0383,INV101208,PROD0191,Product 191,Snacks,Chips,Nashik,Maharashtra,West,18,61.68,1110.24,0,1110.24,Card,Retail
2023-12-24,CUST0128,INV101209,PROD0137,Product 137,Personal Care,Lotion,Lucknow,Uttar Pradesh,North,8,192.25,1538,0,1538,Card,Online
2025-04-26,CUST0063,INV101210,PROD0063,Product 63,Produce,Fruits,Nashik,Maharashtra,West,7,64.5,451.5,0,451.5,UPI,Online
2025-06-19,CUST0274,INV101211,PROD0026,Product 26,Snacks,Chips,Lucknow,Uttar Pradesh,North,5,58.5,292.5,0,292.5,Cash,Retail
2025-07-16,CUST0070,INV101212,PROD0077,Product 77,Household,Air Freshener,Kolkata,West Bengal,East,24,204.65,4911.6,0,4911.6,Net Banking,Retail
2025-07-25,CUST0176,INV101213,PROD0179,Product 179,Electronics,Charger,Indore,Madhya Pradesh,Central,21,1916.84,40253.64,12.5,35221.94,Net Banking,Wholesale
2024-08-04,CUST0226,INV101214,PROD0021,Product 21,Household,Tissue,Visakhapatnam,Andhra Pradesh,South,21,314.88,6612.48,12.5,5785.92,Wallet,Distributor
2024-10-03,CUST0126,INV101215,PROD0054,Product 54,Bakery,Cake,Thane,Maharashtra,West,12,191.22,2294.64,0,2294.64,UPI,Retail
2024-04-06,CUST0171,INV101216,PROD0140,Product 140,Bakery,Pastry,Delhi,Delhi,North,1,49.97,49.97,0,49.97,Cash,Online
2024-08-21,CUST0341,INV101217,PROD0064,Product 64,Snacks,Nuts,Indore,Madhya Pradesh,Central,24,125,3000,5,2850,Net Banking,Wholesale
2024-01-24,CUST0250,INV101218,PROD0146,Product 146,Personal Care,Toothpaste,Nagpur,Maharashtra,West,11,56.45,620.95,12.5,543.33,UPI,Retail
2025-05-08,CUST0149,INV101219,PROD0064,Product 64,Produce,Herbs,Thane,Maharashtra,West,23,155.99,3587.77,5,3408.38,UPI,Wholesale
2025-05-25,CUST0261,INV101220,PROD0062,Product 62,Electronics,Adapter,Chennai,Tamil Nadu,South,24,2211.29,53070.96,0,53070.96,Net Banking,Retail
2023-12-18,CUST0082,INV101221,PROD0140,Product 140,Produce,Herbs,Indore,Madhya Pradesh,Central,16,54.37,869.92,0,869.92,Net Banking,Retail
2025-04-06,CUST0469,INV101222,PROD0064,Product 64,Dairy,Cheese,Visakhapatnam,Andhra Pradesh,South,17,156.66,2663.22,0,2663.22,UPI,Distributor
2024-09-30,CUST0131,INV101223,PROD0066,Product 66,Snacks,Chocolates,Delhi,Delhi,North,11,87.21,959.31,0,959.31,UPI,Retail
2024-02-24,CUST0357,INV101224,PROD0119,Product 119,Bakery,Cake,Surat,Gujarat,West,22,105.71,2325.62,0,2325.62,Wallet,Online
2024-11-16,CUST0425,INV101225,PROD0068,Product 68,Beverages,Juice,Bengaluru,Karnataka,South,11,61.17,672.87,0,672.87,UPI,Wholesale
2023-09-28,CUST0287,INV101226,PROD0140,Product 140,Beverages,Coffee,Vadodara,Gujarat,West,10,62.67,626.7,12.5,548.36,Card,Retail
2023-09-27,CUST0074,INV101227,PROD0125,Product 125,Produce,Fruits,Bhopal,Madhya Pradesh,Central,10,146.55,1465.5,0,1465.5,Card,Retail
2024-08-29,CUST0325,INV101228,PROD0067,Product 67,Dairy,Yogurt,Bengaluru,Karnataka,South,19,87.8,1668.2,5,1584.79,Wallet,Wholesale
2024-03-04,CUST0163,INV101229,PROD0055,Product 55,Beverages,Water,Bhopal,Madhya Pradesh,Central,10,74.21,742.1,10,667.89,Wallet,Retail
2024-06-01,CUST0254,INV101230,PROD0103,Product 103,Dairy,Milk,Nashik,Maharashtra,West,24,155.44,3730.56,0,3730.56,Card,Wholesale
2023-04-25,CUST0275,INV101231,PROD0196,Product 196,Dairy,Yogurt,Jaipur,Rajasthan,North,9,96.12,865.08,10,778.57,Cash,Online
2025-05-16,CUST0439,INV101232,PROD0181,Product 181,Household,Tissue,Kanpur,Uttar Pradesh,North,17,329.47,5600.99,0,5600.99,Net Banking,Wholesale
2025-04-05,CUST0252,INV101233,PROD0032,Product 32,Electronics,Power Bank,Kolkata,West Bengal,East,21,762.44,16011.24,0,16011.24,UPI,Distributor
